Status,VendorCode,VendorName,JV Date,InvoiceNo,"InvoiceDate ",Description,InvoiceAmt,Total GST,IGSTAmount,CGSTAmount,SGSTAmount,TdsAmount,Payable,ExpenseCode,RoundOff,Invoice Created By
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-04-01,C33E242500215235,2025-03-01,"JIO-PRI, jio PRI charges chennai Feb-2025",2673.21,481.18,0.00,240.59,240.59,53.00,3101.39,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-05-02,2,2025-05-02,"ALPHA-SEVERMAINT,K8 Maintenance  April-2025",15000.00,2700.00,2700.00,0.00,0.00,300.00,17400.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC112,ASSOCIATION OF NATIONAL EXCHANGES MEMBERS OF INDIA,2025-04-29,25-26/14,2025-04-29,"ANMI-MEMBERFEE,Annual subcriptions fee from members Already paid-34000 (Total amt-35400-34000=1400) balance payable 1400",30000.00,5400.00,0.00,2700.00,2700.00,0.00,35400.00,EXP026,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2025-05-26,EST02745,2025-05-26,"FINSPOT-LICENSEFEE,Wndows server 2025 standard 16 core license fee",87500.00,15750.00,15750.00,0.00,0.00,1750.00,101500.00,EXP089,0.00,elakiya.r@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-05-28,C33E252600029254,2025-05-28,"JIO-PRI, jio PRI charges chennai April-2025",11976.00,2155.68,0.00,1077.84,1077.84,240.00,13891.68,EXP011,0.00,elakiya.r@flattrade.in
BankFile Verified,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-06-02,3,2025-06-02,"ALPHA-SEVERMAINT,K8 Maintenance  MAY-2025",15000.00,2700.00,2700.00,0.00,0.00,300.00,17400.00,COMPMAIN,0.00,elakiya.r@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-06-01,C33E252600053119,2025-06-01,"JIO-PRI, jio PRI charges chennai MAY-2025",14970.00,2694.60,0.00,1347.30,1347.30,299.00,17365.60,EXP011,0.00,elakiya.r@flattrade.in
Rejected,SC123,GUEST HOUSE EXPENSES,2025-06-16,AST 2025-26/06,2025-06-16,"SURESH-HOUSEEXP,Guest house expenses for Samsung Ac (Jabalpur).",3350.00,603.00,0.00,0.00,0.00,0.00,3953.00,EXP088,0.00,elakiya.r@flattrade.in
Rejected,SC123,GUEST HOUSE EXPENSES,2025-06-16,A000327,2025-06-16,"SURESH-LEDPANEL,LED panel 12w  eco light purchased",1020.00,0.00,0.00,0.00,0.00,0.00,1020.00,EXP088,0.00,elakiya.r@flattrade.in
BankFile Generated,SC128,KARUPPANCHETTY AND ASSOCIATES,2024-12-03,KCACA/23-24/067,2024-12-03,"RSA-AUDIT FEE,Internal audit KYC verification",99170.00,17850.60,0.00,8925.30,8925.30,9917.00,107103.00,EXP090,-0.60,shaji@flattrade.in
BankFile Generated,SC128,KARUPPANCHETTY AND ASSOCIATES,2024-12-03,KCACA/23-24/066,2024-12-03,"KAA-AUDIT FEE,Internal audit fee NSE MCX BSE DP",70000.00,12600.00,0.00,6300.00,6300.00,7000.00,75600.00,EXP090,0.00,shaji@flattrade.in
BankFile Generated,SC129,R KALIDOSS,2024-12-03,01,2024-12-03,"CONS-KALODOSS,Consultancy charges Nov-2024",8600.00,0.00,0.00,0.00,0.00,860.00,7740.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC129,R KALIDOSS,2025-01-13,02,2025-01-13,"CONS-KALODOSS,Consultancy charges Dec-2024",8700.00,0.00,0.00,0.00,0.00,870.00,7830.00,CONS,0.00,shaji@flattrade.in
BankFile Verified,SC130,AAKASH INFOTECH,2025-02-05,A1/24-25/56,2025-02-05,"AAKASH-RAM,Toner cartridge amd ram purchased and service charges",7580.51,1364.48,0.00,0.00,0.00,0.00,8945.00,COM,0.01,shaji@flattrade.in
BankFile Verified,SC130,AAKASH INFOTECH,2025-02-05,A1/24-25/57,2025-02-05,"AAKASH-HARDDISK,Hard disk purchased and service charges",19135.59,3444.40,0.00,0.00,0.00,0.00,22580.00,COM,0.01,shaji@flattrade.in
BankFile Generated,SC131,ABHIJITH COMPUTERS,2025-03-24,AC/642/24-25,2025-03-24,"ABHIJITH-USB,USB adaptor 65w and ssd hard disk purchased Sharon(COO) and Sugumar(Admin)",3300.00,594.00,0.00,297.00,297.00,0.00,3894.00,COM,0.00,shaji@flattrade.in
BankFile Generated,SC132,MULTITECH SOLUTION,2025-03-06,IMS/24-25/09166,2025-03-06,"MULTI-EPSON,Epson projector purchased jabalpur",26171.88,7328.12,0.00,0.00,0.00,0.00,33500.00,OFFEQU,0.00,shaji@flattrade.in
BankFile Generated,SC133,LANTECH SYSTEMS INDIA PVT LTD,2025-03-27,4143,2025-03-27,"LANTECH-KASPERSKY,Kaspersky next EDR Optimum antivirus 29/03/2025 to 28/03/2026 mail received from it",169000.00,30420.00,0.00,15210.00,15210.00,3380.00,196040.00,EXP006,0.00,shaji@flattrade.in
BankFile Generated,SC134,COMMODITY PARTICIPANTS ASSOCIATION PVT LTD,2025-04-01,26/5582,2025-04-01,"CPAI-MEMBERSHIP,Membership Subscription fee 2025-26",11000.00,1980.00,1980.00,0.00,0.00,0.00,12980.00,EXP026,0.00,shaji@flattrade.in
BankFile Generated,SC127,APS FACILITY SERVICES,2025-04-01,APS/2024/0009,2025-04-01,"APS-HKSERVICES,Services Charges for house keeping for the month of MAR-2025",56657.00,10198.26,0.00,5099.13,5099.13,1133.00,65722.26,EXP056,0.00,shaji@flattrade.in
BankFile Verified,SC131,ABHIJITH COMPUTERS,2025-04-01,AC/003/25-26,2025-04-01,"ABHIJITH-SSD,Hard disk purchased server system IT",2300.00,414.00,0.00,207.00,207.00,0.00,2714.00,COM,0.00,shaji@flattrade.in
BankFile Verified,SC135,KUMARAN INFOTECH,2025-04-08,KI-06-25-26,2025-04-08,"KUMTECH-TALLY,Tally Software Services - Gold",13500.00,2430.00,0.00,1215.00,1215.00,0.00,15930.00,EXP006,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-04-05,929798642,2025-04-05,"HAROON-GROCER,groceries purchased.623+4+262+4+1668.33+166+4+675+4=3402.33 (March exp=15304.60)",3402.33,0.00,0.00,0.00,0.00,0.00,3402.33,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-04-16,952631142,2025-04-16,"HAROON-GROCERIES,groceries purchased.2316+308+4+747+4+260+4+988+588+4=5223 (Previous bills-3402.33)",5223.00,0.00,0.00,0.00,0.00,0.00,5223.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-04-17,C81452T250026366,2025-04-17,"HAROON-GROCERIES,groceries purchased.467+279+4+309+60+4=1,123 (Previous bills-5223 +3402.33=8625.33)",1123.00,0.00,0.00,0.00,0.00,0.00,1123.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-04-22,C81452T250035413,2025-04-22,"HAROON-GROCERIES,groceriespurchased.1408.02+154+4+424+1576.50+4+669+4+202+4=4449.52(Previous bills-5223 +3402.33+1,123 =9,748.33+4449.52=14,197.85)",4449.52,0.00,0.00,0.00,0.00,0.00,4449.52,EXP088,0.00,elakiya.r@flattrade.in
BankFile Verified,SC131,ABHIJITH COMPUTERS,2025-04-28,AC/056/25-26,2025-04-28,"ABHIJITH-SSD,Hard disk purchased server system IT-Mohan raj,sharon",4600.00,828.00,0.00,414.00,414.00,0.00,5428.00,COM,0.00,elakiya.r@flattrade.in
BankFile Generated,SC136,ZACO COMPUTERS PVT LTD,2025-04-07,ZCPLM2526A-PR038,2025-04-07,"ZACO-SERVER,Server  purchased dell poweredge  amount already paid.",157000.00,28260.00,28260.00,0.00,0.00,0.00,185260.00,COM,0.00,shaji@flattrade.in
BankFile Generated,SC137,SB SECURE DATA CENTERS INDIA PVT LTD,2025-04-08,SB/25-26/RS/011,2025-04-08,"SBSECURE-SERVER,Rack Server Purchased already paid",31856.00,5734.08,5734.08,0.00,0.00,0.00,37590.08,COM,0.00,shaji@flattrade.in
BankFile Generated,SC127,APS FACILITY SERVICES,2025-05-01,APS/2025-26/004,2025-05-01,"APS-HKSERVICES,Services Charges for house keeping for the month of April-2025",56657.00,10198.26,0.00,5099.13,5099.13,1133.00,65722.26,EXP056,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-05-02,989923559,2025-05-02,"HAROON-GROCERIES,groceries purchased.580+484=1,064",1064.00,0.00,0.00,0.00,0.00,0.00,1064.00,EXP088,0.00,elakiya.r@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-05-07,999784714,2025-05-07,"HAROON-GROCERIES,groceries purchased.1004+7=1,011(previous bill-1064+1011=2075)",1011.00,0.00,0.00,0.00,0.00,0.00,1011.00,EXP088,0.00,elakiya.r@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-05-02,ORD322124481,2025-05-02,"HAROON-GROCERIES,groceries purchased.1242+7=1,249(previous bill-1064+1011=2075)2075+1249=3324",1249.00,0.00,0.00,0.00,0.00,0.00,1249.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-05-16,1017505055,2025-05-16,"HAROON-GROCERI,groceries purchased 165+918+7+165+1257+7=2519(previous bill-1064+1011+1249=3324+2519=5843)",2519.00,0.00,0.00,0.00,0.00,0.00,2519.00,EXP088,0.00,elakiya.r@flattrade.in
BankFile Verified,SC138,YADHOOMM INFRA PVT LTD,2025-05-16,YIPL/003/2025-26,2025-05-16,"YIPL-FAN,inline fan with size of 500*250 ceiling",23978.00,4316.04,0.00,2158.02,2158.02,0.00,28294.04,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Verified,SC138,YADHOOMM INFRA PVT LTD,2025-05-16,YIPL/003/2025-26-1,2025-05-16,"YIPL-LABOURCHRG,Labour charges for service",4650.00,837.00,0.00,418.50,418.50,93.00,5394.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Verified,SC138,YADHOOMM INFRA PVT LTD,2025-05-16,YIPL/002/2025-26,2025-05-16,"YIPL-PLUMBING,Plumbing rectification work",44985.00,8097.30,0.00,4048.65,4048.65,0.00,53082.30,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Verified,SC138,YADHOOMM INFRA PVT LTD,2025-05-16,YIPL/002/2025-26-1,2025-05-16,"YIPL-LABOURCHRG,Labour charges service",22000.00,3960.00,0.00,1980.00,1980.00,440.00,25520.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Verified,SC138,YADHOOMM INFRA PVT LTD,2025-05-16,YIPL/004/2025-26,2025-05-16,"YIPL-ACCESSSORIES,Computer accessories Purchased",13175.00,2371.50,0.00,1185.75,1185.75,0.00,15546.50,COM,0.00,shaji@flattrade.in
BankFile Verified,SC139,MAX COOL SOLUTIONS PVT. LTD,2025-05-21,32/MAY/2025-26,2025-05-21,"MAXCOOL-ACSERVICE,AC Service for jabalpur branch",2250.00,405.00,0.00,0.00,0.00,0.00,2655.00,EXP085,0.00,shaji@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-05-26,1029753103,2025-05-26,"HAROON-GROCERI,groceries purchased 223+767+7+402+7=1406(previous bill-1064+1011+1249+2519+1406=7249)",1406.00,0.00,0.00,0.00,0.00,0.00,1406.00,EXP088,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-22,42016,2025-05-22,"SHAJI-TYRE,Ola bike  tyre changed  (Ramakrishnan)",1500.31,394.66,0.00,197.33,197.33,0.00,1895.00,VEHICLEMAINT,0.03,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-22,42016,2025-05-22,"SHAJI-TYRE,Ola bike  tyre changed  (Ramakrishnan)",1500.31,394.66,0.00,197.33,197.33,0.00,1895.00,VEHICLEMAINT,0.03,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-27,11794,2025-05-27,"SHAJI-WATER,Water and pepsi purchased 336+960=1296",1296.00,0.00,0.00,0.00,0.00,0.00,1296.00,FOOD,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-27,42641,2025-05-27,"SHAJI-FIRSTAID,First aid kid purchased",1105.00,0.00,0.00,0.00,0.00,0.00,1105.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-28,28052025,2025-05-28,"SHAJI-FOOD,Food expenses for MD guest 872+2447+2027=5346",5346.00,0.00,0.00,0.00,0.00,0.00,5346.00,FOOD,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-28,000187,2025-05-28,"SHAJI-CERTIFICATE,Certificates Purchased for internship",252.00,0.00,0.00,0.00,0.00,0.00,252.00,EXP007,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-22,30500,2025-05-22,"SHAJI-FOOD,Food expenses for Auditor (Compliance)",835.00,0.00,0.00,0.00,0.00,0.00,835.00,FOOD,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-26,26052025,2025-05-26,"SHAJI-OFFEXP, Paid to Teena (Chitra 5 days leave salary) 20/05/2025 to 24/05/2025",2646.15,0.00,0.00,0.00,0.00,0.00,2646.15,EXP009,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-22,17418,2025-05-22,SHAJI-Pollution certificate for TN02BC3489,200.00,0.00,0.00,0.00,0.00,0.00,200.00,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-26,260525,2025-05-26,"SHAJI-AIRCHECK,Air checking TN13AE1108",40.00,0.00,0.00,0.00,0.00,0.00,40.00,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-22,22052025,2025-05-22,"SHAJI-POST,Postal expenses Document Compliance",18.00,0.00,0.00,0.00,0.00,0.00,18.00,POST,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-27,INV25052261281,2025-05-27,"SHAJI-OLA,Ola bike service (Almujahir)",743.00,0.00,0.00,0.00,0.00,0.00,743.00,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,scc,SUNDRY CREDITORS - OTHERS,2025-05-22,2025-26/30,2025-05-22,"MASTRICS-TENDER,IT Policy Consultation Tender Application Fee Jabalpur",10000.00,0.00,0.00,0.00,0.00,0.00,10000.00,EXP005,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-31,24,2025-05-31,"SHAJI-FOOD,Food expenses for MD guest",1930.00,96.50,0.00,48.25,48.25,0.00,2027.00,FOOD,0.50,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-30,000186,2025-05-30,"SHAJI-CERTIFICATE,Certificates Purchased for internship",75.00,9.00,0.00,4.50,4.50,0.00,84.00,EXP007,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-28,EEC84132-0005,2025-05-28,"SIVASANKARI-CHATGPT,Chat gpt subscription charges 21/03/2025 TO 21/04/2025  USD 23.60 86.16",2033.16,0.00,0.00,0.00,0.00,0.00,2033.16,EXP079,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-28,EEC84132-0004,2025-05-28,"SIVASANKARI-CHATGPT,Chat gpt subscription charges 21/02/2025 TO 21/03/2025 USD-23.60 *86.712",2046.41,0.00,0.00,0.00,0.00,0.00,2046.41,EXP079,0.00,shaji@flattrade.in
Payment Approved,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-14,2866,2025-05-14,"SHAJI REPAIR,For debugging Ekyc sdk use  mobile with computer through usb cable, while debugging mobiles ic was crashed",1400.00,0.00,0.00,0.00,0.00,0.00,1400.00,EXP009,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-28,0804349052800162,2025-05-28,"SHAJI-FOOD,Dinner bill for the team who worked last week for db migration IT Department 313.95+378=691.95",691.95,0.00,0.00,0.00,0.00,0.00,691.95,EXP046,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-03,33,2025-06-03,"SHAJI-FOOD,Food expenses for MD guest",1607.00,0.00,0.00,0.00,0.00,0.00,1607.00,FOOD,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-28,00376,2025-05-28,"SHAJI-FOOD,Food expenses for Ramakrishnan Tiruvannamalai trip",120.00,0.00,0.00,0.00,0.00,0.00,120.00,EXP046,0.00,shaji@flattrade.in
Payment Approved,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-05-28,C81450T250025087,2025-05-28,"HAROON-GROCERI,groceries purchased 163+324+7=494(previous bill-1064+1011+1249+2519+1406+494=7743",494.00,0.00,0.00,0.00,0.00,0.00,494.00,EXP088,0.00,elakiya.r@flattrade.in
BankFile Generated,SC123N,JABALPUR GUEST HOUSE-SC123N,2025-06-03,C81450T250027937,2025-06-03,"HAROON-GROCERI,groceries purchased 580+1323+7=1910",1910.00,0.00,0.00,0.00,0.00,0.00,1910.00,EXP088,0.00,elakiya.r@flattrade.in
Level 1 Approved,SC128,KARUPPANCHETTY AND ASSOCIATES,2025-06-02,KCA/2025-26/036,2025-06-02,"KAA-AUDIT FEE,Internal audit fee NSE MCX BSE DP",203040.00,36547.20,0.00,18273.60,18273.60,20304.00,219283.20,EXP090,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-02,02062025,2025-06-02,"SHAJI-OFFEXP, STAMP PAER PURCHASED Indemnity to cdsl-1120 (complains) & GST auditor R and R (accounts)-100",1220.00,0.00,0.00,0.00,0.00,0.00,1220.00,EXP009,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-04,2799659,2025-06-04,"SHAJI-OLA,Rear caliper pad kit Ola bike service (Almujahir)",910.00,215.80,0.00,107.90,107.90,0.00,1125.80,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-04,2799659,2025-06-04,"SHAJI-OLA,Rear caliper pad kit Ola bike service (Almujahir)",910.00,215.80,0.00,107.90,107.90,0.00,1125.80,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-31,253234,2025-05-31,"SHAJI-OLA,Ola bike services (Ramakrishnan) Ball cage",353.00,78.94,0.00,39.47,39.47,0.00,431.94,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-31,253234,2025-05-31,"SHAJI-OLA,Ola bike services (Ramakrishnan) Ball cage",353.00,78.94,0.00,39.47,39.47,0.00,431.94,VEHICLEMAINT,0.00,shaji@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-03,03062025,2025-06-03,"SHAJI-PETROL,Auditor office petrol expenses for  Sethuraman",253.00,0.00,0.00,0.00,0.00,0.00,253.00,EXP009,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",sc141,"TRUECALLER INTERNATIONAL LLP ",2025-06-01,CB-202526-941,2025-06-01,"TCIL-TRUECALL,Truecaller growth plan quarterly  prorated charges 02/05/2025 to 31/07/2025",88020.00,31687.20,15843.60,0.00,0.00,1760.00,117947.20,EXP079,0.00,shaji@flattrade.in
Rejected,scc,SUNDRY CREDITORS - OTHERS,2025-05-30,SPECS/25-26/26/05/002,2025-05-30,"SPE-DORMA,Dorma bts 65 floor spring existing remove & reinstallation charges",20334.00,3660.12,0.00,1830.06,1830.06,0.00,23994.00,OFF-MAIN,-0.12,shaji@flattrade.in
Payment Approved,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-09,451560,2025-06-09,"SHAJI-DIESEL,Diesel expenses for Swift dezire (Meenambal)",3196.34,0.00,0.00,0.00,0.00,0.00,3196.34,SWIFTP,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-09,12958,2025-06-09,"SHAJI-WATER,Bisleri water purchased (MD)",504.00,0.00,0.00,0.00,0.00,0.00,504.00,FOOD,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-05-31,31052025,2025-05-31,"SHAJI-FLOWER,Flower purchased for chennai HO MAY 2025",240.00,0.00,0.00,0.00,0.00,0.00,240.00,EXP009,0.00,elakiya.r@flattrade.in
BankFile Generated,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-10,10062025,2025-06-10,"SHAJI-MAINTENANCE,Restroom cleaning and services (Ladies)",500.00,0.00,0.00,0.00,0.00,0.00,500.00,OFF-MAIN,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-09,97,2025-06-09,"CREDIT CARD-FOOD,Food expenses for MD guest.",1428.00,0.00,0.00,0.00,0.00,0.00,1428.00,FOOD,0.00,elakiya.r@flattrade.in
BankFile Generated,SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-03,F0771,2025-06-03,"FLATTRADE-INNOVA,Petrol expenses for Innova hycross",3954.55,0.00,0.00,0.00,0.00,0.00,3954.55,INNOVAP,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-06,F0176,2025-06-06,"CREDIT CARD-PETROL,Diesel expenses for swift VDI",3492.17,0.00,0.00,0.00,0.00,0.00,3492.17,SWIFTVDIP,0.00,elakiya.r@flattrade.in
Rejected,SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-05,F0837,2025-06-05,"FLATTRADE-PETROL,Petrol expenses for innova hycross.",300.00,0.00,0.00,0.00,0.00,0.00,300.00,INNOVAP,0.00,elakiya.r@flattrade.in
BankFile Generated,SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-03,F0137,2025-06-03,"FLATTRADE-DIESEL,diesel expenses for BENZ",5600.97,0.00,0.00,0.00,0.00,0.00,5600.97,BENZ,0.00,elakiya.r@flattrade.in
BankFile Generated,SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-11,329,2025-06-11,"FLATTRADE-FOOD,Food expenses for MD guest",420.00,0.00,0.00,0.00,0.00,0.00,420.00,FOOD,0.00,elakiya.r@flattrade.in
Payment Approved,SC127,APS FACILITY SERVICES,2025-06-01,APS/2025/006,2025-06-01,"APS-HKSERVICES,Services Charges for house keeping for the month of May-2025",5880.00,1058.40,0.00,529.20,529.20,118.00,6820.40,EXP056,0.00,shaji@flattrade.in
BankFile Generated,SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-04,WMPR26003519936,2025-06-04,"FLATTRADE-BSNL,Jabalpur branch internet charges May-2025",3303.00,0.00,0.00,0.00,0.00,0.00,3303.00,EXP067,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-12,1146,2025-06-12,"SHAJI-APOLLO,Face mask purchased.",500.00,0.00,0.00,0.00,0.00,0.00,500.00,EXP046,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",scc,SUNDRY CREDITORS - OTHERS,2025-06-11,SPECS/25-26/26/05/002-1,2025-06-11,"SPE-DORMA,Dorma bts 65 floor spring existing remove & reinstallation charges",20334.00,3660.12,0.00,1830.06,1830.06,0.00,23994.00,OFF-MAIN,-0.12,shaji@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-03,STNR26007696012,2025-06-03,"FLATTRADE-BSNL,Chennai HO internet charges June-2025",3303.00,0.00,0.00,0.00,0.00,0.00,3303.00,EXP011,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-17,24,2025-06-17,"CREDIT CARD-FOOD,Food expenses for MD guest.",2027.00,0.00,0.00,0.00,0.00,0.00,2027.00,FOOD,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-17,F0507,2025-06-17,"CREDIT CARD-DIESEL,Diesel expenses for swift desire",3210.32,0.00,0.00,0.00,0.00,0.00,3210.32,SWIFTP,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC138,YADHOOMM INFRA PVT LTD,2025-06-14,YIPL/014/2025-26,2025-06-14,"YIPL-HAND DRYERS,Hand dryers purchased for chennai HO",103400.00,18612.00,0.00,9306.00,9306.00,0.00,122012.00,ASST,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-18,F3700,2025-06-18,"CREDIT CARD-PETROL,Petrol expenses for innova hycross",4430.47,0.00,0.00,0.00,0.00,0.00,4430.47,INNOVAP,0.00,elakiya.r@flattrade.in
Level 1 Approved,PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-10,10062025-1,2025-06-10,"SHAJI-CDSL,Stamp paper purchased compliance indermnity to CDSL",1050.00,0.00,0.00,0.00,0.00,0.00,1050.00,EXP007,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-21,F0695,2025-06-21,"CREDIT CARD-DIESEL,Diesel expenses for SWIFT VDI",3524.52,0.00,0.00,0.00,0.00,0.00,3524.52,SWIFTVDIP,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-24,49092,2025-06-24,"SHAJI-FOOD,Food expenses for Auditor (Accounts)",550.00,0.00,0.00,0.00,0.00,0.00,550.00,FOOD,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",PCCHN,PETTY CASH CHENNAI  BRANCH,2025-06-24,65,2025-06-24,"SHAJI-FOOD,Food expenses for MD guest.",1355.00,0.00,0.00,0.00,0.00,0.00,1355.00,FOOD,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC142,CREDIT CARD_HDFC BANK_6531000000043708,2025-06-17,C23040668,2025-06-17,"CREDIT CARD-CARSERVICE,Car service for the innova hycross.",27933.00,0.00,0.00,0.00,0.00,0.00,27933.00,VEHICLEMAINT,0.00,elakiya.r@flattrade.in
